timestamp_utc,run_id,source_run_id,experiment,run_name,evaluation,dataset,backbone,method,seed,images,srcc,plcc,srcc_per_reference,images_per_second,milliseconds_per_image,head_size_mb,model_parameter_size_mb,config_path
2026-09-01T07:08:00.488455+00:00,2af12fe44e0b42fda9c8db4609ef0688,,conditioned-iqa-text,tc-concat-s2,validation,kadid10k,clip-base,concat,2,,0.7915863710654998,0.8013583421707153,,,,,,mlflow:2af12fe44e0b42fda9c8db4609ef0688
2026-09-01T07:08:00.488459+00:00,f219de67e6a7451283d7e045d67e7125,,conditioned-iqa-text,tc-interaction-s2,validation,kadid10k,clip-base,interaction,2,,0.7865598437832196,0.7975802421569824,,,,,,mlflow:f219de67e6a7451283d7e045d67e7125
2026-09-01T07:08:00.488464+00:00,c278c4e6de074882bf65f31ba68ebbb2,,conditioned-iqa-text,tc-baseline-s2,validation,kadid10k,clip-base,baseline,2,,0.775701824718756,0.7596918940544128,,,,,,mlflow:c278c4e6de074882bf65f31ba68ebbb2
2026-09-01T07:08:00.488468+00:00,9ae23e74189f448ea97cb4815e4885bd,,conditioned-iqa-text,tc-interaction-s1,validation,kadid10k,clip-base,interaction,1,,0.7872577666045804,0.8017086982727051,,,,,,mlflow:9ae23e74189f448ea97cb4815e4885bd
2026-09-01T07:08:00.488473+00:00,6e1ff4e1b2194162bc4ff67ae6a7dd64,,conditioned-iqa-text,tc-concat-s1,validation,kadid10k,clip-base,concat,1,,0.767129823703164,0.7517026662826538,,,,,,mlflow:6e1ff4e1b2194162bc4ff67ae6a7dd64
2026-09-01T07:08:00.488478+00:00,e6e6c3fa95e04b6f86fcdc7720d42d3e,,conditioned-iqa-text,tc-baseline-s1,validation,kadid10k,clip-base,baseline,1,,0.7629878160547434,0.7257575392723083,,,,,,mlflow:e6e6c3fa95e04b6f86fcdc7720d42d3e
2026-09-01T07:08:00.488482+00:00,76e1cbcbf9ba47799d8c13132afe8068,,conditioned-iqa-text,tc-interaction-s0,validation,kadid10k,clip-base,interaction,0,,0.7803590052921703,0.7681811451911926,,,,,,mlflow:76e1cbcbf9ba47799d8c13132afe8068
2026-09-01T07:08:00.488487+00:00,c52dc42609c342e2a73ba0cc1ea41337,,conditioned-iqa-text,tc-concat-s0,validation,kadid10k,clip-base,concat,0,,0.7356092998398662,0.7191048264503479,,,,,,mlflow:c52dc42609c342e2a73ba0cc1ea41337
2026-09-01T07:08:00.488491+00:00,821a6dbb19af434ca5b864b8974a4aa6,,conditioned-iqa-text,tc-baseline-s0,validation,kadid10k,clip-base,baseline,0,,0.7409418715298001,0.7046367526054382,,,,,,mlflow:821a6dbb19af434ca5b864b8974a4aa6
2026-09-01T07:08:00.488496+00:00,51d83617e7ae4c338eca9e597a2418d7,,conditioned-iqa-text,text-concat-smoke,validation,kadid10k,clip-base,concat,0,,0.06005915324099449,0.06279981136322021,,,,,,mlflow:51d83617e7ae4c338eca9e597a2418d7
2026-09-01T07:16:31.221260+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,tid2013,clip-large,baseline,,3000,0.6457653110711686,0.6397000551223755,,48.77980556403077,20.50028671572606,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:16:31.221280+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,csiq,clip-large,baseline,,866,0.8272090011721074,0.8379451036453247,,47.109266060279865,21.22724643428799,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:16:31.221286+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,cid2013,clip-large,baseline,,474,0.37394069915334816,0.4169507622718811,,38.02173476284097,26.300746303067427,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:16:31.221291+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,koniq10k,clip-large,baseline,,10073,0.5453913400422378,0.5287111401557922,,33.13266346885116,30.181696709657064,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:16:31.221295+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,clive,clip-large,baseline,,1162,0.5627876449654449,0.5500912070274353,,24.78151910914396,40.3526513284255,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:16:31.221299+00:00,449b74c7923f4af99f0c483463a6851a,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-text-large,tc-large-baseline-s0,held_out_test,uhdiqa,clip-large,baseline,,6073,0.15971653247647283,0.15963435173034668,,11.988180257223744,83.41549580866769,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:20:04.712683+00:00,98b56159e39c4943b0c17dcecfbd10c9,a02db99661a74f4c82f2916c9874f156,conditioned-iqa-external-eval,tc-large-baseline-s0,held_out_test,agiqa3k,clip-large,baseline,,2982,0.6774706269639408,0.6106162667274475,,49.552946373456635,20.180434730631006,1.0097694396972656,1158.7988319396973,mlflow:a02db99661a74f4c82f2916c9874f156
2026-09-01T07:20:09.067238+00:00,81e05b784f394eadac879ef626e9a215,72de40e3d357458fb2d3fc9fa2753ab4,conditioned-iqa-external-eval,tc-large-interaction-s0,held_out_test,agiqa3k,clip-large,interaction,,2982,0.7222386493617963,0.6505331993103027,,42.446685873644185,23.55896530948994,2.5234413146972656,1160.3125038146973,mlflow:72de40e3d357458fb2d3fc9fa2753ab4
